"Order ID,Order Date,State,Category,Segment,Quantity,Sub-Category,City,Sales,Profit,Profit Margin,Order Month,Order Year"
"ORD-10024,2021-01-02 00:00:00,Georgia,Office Supplies,Home Office,9,Binders,Savannah,957.85,-89.72,-0.09366811087331002,1,2021"
"ORD-10025,2021-01-02 01:00:00,California,Technology,Corporate,7,Laptops,Los Angeles,37.82,1.12,0.029613960867266,1,2021"
"ORD-10026,2021-01-02 02:00:00,Michigan,Technology,Consumer,8,Accessories,Ann Arbor,35.68,3.8,0.10650224215246637,1,2021"
"ORD-10027,2021-01-02 03:00:00,New York,Furniture,Corporate,6,Chairs,Rochester,1326.01,-173.3,-0.1306928303708117,1,2021"
"ORD-10028,2021-01-02 04:00:00,Pennsylvania,Technology,Corporate,1,Laptops,Allentown,1696.0,209.2,0.12334905660377357,1,2021"
"ORD-10029,2021-01-02 05:00:00,Florida,Office Supplies,Corporate,1,Storage,Miami,1572.69,-62.9,-0.039995167515530713,1,2021"
"ORD-10030,2021-01-02 06:00:00,Georgia,Furniture,Consumer,6,Chairs,Augusta,627.7,-46.3,-0.07376135096383622,1,2021"
"ORD-10031,2021-01-02 07:00:00,New York,Office Supplies,Consumer,2,Paper,Buffalo,947.54,-115.55,-0.12194735842286342,1,2021"
"ORD-10032,2021-01-02 08:00:00,Washington,Office Supplies,Corporate,8,Storage,Spokane,475.98,-3.6,-0.007563342997604941,1,2021"
"ORD-10033,2021-01-02 09:00:00,New York,Office Supplies,Consumer,1,Paper,Buffalo,1978.41,615.17,0.31094161473102133,1,2021"
"ORD-10034,2021-01-02 10:00:00,Pennsylvania,Technology,Corporate,2,Laptops,Philadelphia,528.41,-96.67,-0.18294506159989404,1,2021"
"ORD-10035,2021-01-02 11:00:00,Washington,Technology,Consumer,8,Laptops,Tacoma,838.36,225.26,0.26869125435373825,1,2021"
"ORD-10036,2021-01-02 12:00:00,Georgia,Office Supplies,Consumer,6,Binders,Atlanta,1365.45,25.33,0.01855066095426416,1,2021"
"ORD-10037,2021-01-02 13:00:00,Pennsylvania,Office Supplies,Home Office,2,Storage,Allentown,1753.28,190.9,0.10888163898521629,1,2021"
"ORD-10038,2021-01-02 14:00:00,Texas,Furniture,Corporate,2,Tables,Houston,112.44,9.23,0.08208822483102099,1,2021"
"ORD-10039,2021-01-02 15:00:00,Florida,Furniture,Home Office,7,Tables,Tampa,609.03,188.29,0.30916375219611514,1,2021"
"ORD-10040,2021-01-02 16:00:00,Georgia,Technology,Home Office,5,Laptops,Atlanta,1142.28,255.38,0.22357040305354203,1,2021"
"ORD-10041,2021-01-02 17:00:00,Texas,Technology,Corporate,5,Phones,Houston,1240.44,423.8,0.341652961852246,1,2021"
"ORD-10042,2021-01-02 18:00:00,Michigan,Furniture,Corporate,8,Tables,Detroit,149.35,35.39,0.23696016069635087,1,2021"
"ORD-10043,2021-01-02 19:00:00,Georgia,Office Supplies,Consumer,7,Binders,Savannah,1331.52,-49.61,-0.03725817111271329,1,2021"
"ORD-10044,2021-01-02 20:00:00,Michigan,Technology,Corporate,9,Phones,Detroit,1060.85,349.64,0.32958476693217703,1,2021"
"ORD-10045,2021-01-02 21:00:00,Washington,Office Supplies,Home Office,4,Paper,Seattle,1656.98,564.97,0.34096368091346907,1,2021"
"ORD-10046,2021-01-02 22:00:00,Texas,Furniture,Home Office,4,Tables,Dallas,452.16,-59.82,-0.13229830148619956,1,2021"
"ORD-10047,2021-01-02 23:00:00,Florida,Technology,Corporate,2,Phones,Orlando,398.1,117.67,0.29557900025119316,1,2021"
"ORD-10048,2021-01-03 00:00:00,Pennsylvania,Technology,Home Office,3,Phones,Philadelphia,1588.74,262.64,0.16531339300326042,1,2021"
"ORD-10049,2021-01-03 01:00:00,Ohio,Furniture,Consumer,1,Tables,Cleveland,1410.7,433.22,0.3070957680584107,1,2021"
"ORD-10050,2021-01-03 02:00:00,New York,Technology,Home Office,1,Phones,New York City,1585.43,481.43,0.30365894426117834,1,2021"
"ORD-10051,2021-01-03 03:00:00,California,Furniture,Consumer,7,Chairs,San Francisco,1566.05,454.55,0.2902525462149995,1,2021"
"ORD-10052,2021-01-03 04:00:00,Florida,Technology,Home Office,5,Laptops,Orlando,216.96,62.25,0.28691924778761063,1,2021"
"ORD-10053,2021-01-03 05:00:00,Texas,Furniture,Consumer,3,Tables,Austin,564.38,-76.36,-0.13529891208051312,1,2021"
"ORD-10054,2021-01-03 06:00:00,Ohio,Technology,Consumer,7,Accessories,Columbus,527.57,-63.87,-0.1210645032886631,1,2021"
"ORD-10055,2021-01-03 07:00:00,Florida,Office Supplies,Corporate,2,Paper,Tampa,1869.83,-252.84,-0.13522084895418301,1,2021"
"ORD-10056,2021-01-03 08:00:00,Texas,Office Supplies,Consumer,3,Paper,Austin,980.06,-146.94,-0.14992959614717466,1,2021"
"ORD-10057,2021-01-03 09:00:00,Illinois,Office Supplies,Corporate,1,Paper,Naperville,231.0,-1.32,-0.005714285714285714,1,2021"
"ORD-10058,2021-01-03 10:00:00,Illinois,Technology,Home Office,8,Accessories,Aurora,586.26,103.29,0.1761846279807594,1,2021"
"ORD-10059,2021-01-03 11:00:00,Michigan,Technology,Home Office,2,Phones,Detroit,1745.08,-8.58,-0.0049166800375914,1,2021"
"ORD-10060,2021-01-03 12:00:00,Florida,Office Supplies,Home Office,7,Paper,Orlando,1695.66,332.63,0.19616550487715698,1,2021"
"ORD-10061,2021-01-03 13:00:00,Illinois,Office Supplies,Consumer,9,Paper,Naperville,1801.68,452.5,0.2511544780427157,1,2021"
"ORD-10062,2021-01-03 14:00:00,Texas,Furniture,Home Office,6,Bookcases,Austin,783.17,130.33,0.16641342237317572,1,2021"
"ORD-10063,2021-01-03 15:00:00,Michigan,Furniture,Home Office,2,Bookcases,Detroit,1286.27,71.78,0.05580476882769558,1,2021"
"ORD-10064,2021-01-03 16:00:00,Texas,Furniture,Corporate,2,Bookcases,Austin,563.57,-21.11,-0.0374576361410295,1,2021"
"ORD-10065,2021-01-03 17:00:00,Michigan,Office Supplies,Corporate,9,Binders,Grand Rapids,369.84,-48.66,-0.13157040882543802,1,2021"
"ORD-10066,2021-01-03 18:00:00,Florida,Office Supplies,Home Office,8,Storage,Miami,53.58,3.83,0.07148189622993655,1,2021"
"ORD-10067,2021-01-03 19:00:00,Ohio,Office Supplies,Home Office,9,Binders,Cincinnati,454.65,89.01,0.1957769712966018,1,2021"
"ORD-10068,2021-01-03 20:00:00,Pennsylvania,Furniture,Consumer,4,Tables,Pittsburgh,1212.7,123.13,0.1015337676259586,1,2021"
"ORD-10069,2021-01-03 21:00:00,Georgia,Technology,Consumer,4,Laptops,Savannah,1809.38,356.11,0.19681327305485857,1,2021"
"ORD-10070,2021-01-03 22:00:00,Ohio,Office Supplies,Home Office,2,Paper,Columbus,275.51,-4.31,-0.015643715291640957,1,2021"
"ORD-10071,2021-01-03 23:00:00,Washington,Technology,Corporate,1,Accessories,Spokane,1836.84,-299.89,-0.16326408397029682,1,2021"
"ORD-10072,2021-01-04 00:00:00,Texas,Technology,Home Office,4,Laptops,Houston,697.32,156.27,0.22410084322836002,1,2021"
"ORD-10073,2021-01-04 01:00:00,Washington,Technology,Consumer,8,Accessories,Seattle,859.39,-68.02,-0.07914916394186573,1,2021"
"ORD-10074,2021-01-04 02:00:00,Ohio,Furniture,Corporate,2,Chairs,Columbus,736.31,102.32,0.13896320843123142,1,2021"
"ORD-10075,2021-01-04 03:00:00,Michigan,Technology,Corporate,8,Laptops,Grand Rapids,823.13,199.49,0.2423553995116203,1,2021"
"ORD-10076,2021-01-04 04:00:00,Georgia,Office Supplies,Consumer,1,Binders,Atlanta,525.79,-64.93,-0.12349036687650966,1,2021"
"ORD-10077,2021-01-04 05:00:00,Georgia,Furniture,Home Office,1,Bookcases,Atlanta,1400.22,180.87,0.1291725585979346,1,2021"
"ORD-10078,2021-01-04 06:00:00,California,Office Supplies,Home Office,4,Storage,San Francisco,1518.78,272.1,0.1791569549243472,1,2021"
"ORD-10079,2021-01-04 07:00:00,Georgia,Office Supplies,Home Office,7,Paper,Atlanta,1647.99,347.05,0.21058987008416313,1,2021"
"ORD-10080,2021-01-04 08:00:00,Pennsylvania,Furniture,Consumer,9,Tables,Allentown,689.17,-81.86,-0.11878056212545526,1,2021"
"ORD-10081,2021-01-04 09:00:00,Georgia,Office Supplies,Corporate,5,Storage,Savannah,1531.61,388.74,0.2538113488420682,1,2021"
"ORD-10082,2021-01-04 10:00:00,Ohio,Office Supplies,Consumer,2,Paper,Cleveland,1278.97,-189.57,-0.148220833952321,1,2021"
"ORD-10083,2021-01-04 11:00:00,California,Furniture,Home Office,7,Tables,San Francisco,1916.25,164.36,0.08577168949771691,1,2021"
"ORD-10084,2021-01-04 12:00:00,Ohio,Office Supplies,Consumer,2,Binders,Cincinnati,855.32,37.53,0.04387831454894075,1,2021"
"ORD-10085,2021-01-04 13:00:00,Ohio,Technology,Corporate,9,Accessories,Columbus,1984.7,-154.86,-0.07802690582959641,1,2021"
"ORD-10086,2021-01-04 14:00:00,New York,Office Supplies,Consumer,9,Binders,Buffalo,1483.38,-50.34,-0.033936011001901065,1,2021"
"ORD-10087,2021-01-04 15:00:00,California,Technology,Home Office,3,Laptops,San Francisco,1554.79,-170.34,-0.10955820400182661,1,2021"
"ORD-10088,2021-01-04 16:00:00,Ohio,Office Supplies,Corporate,8,Binders,Cleveland,61.15,2.09,0.034178250204415374,1,2021"
"ORD-10089,2021-01-04 17:00:00,New York,Furniture,Consumer,4,Bookcases,Rochester,999.82,-180.44,-0.1804724850473085,1,2021"
"ORD-10090,2021-01-04 18:00:00,New York,Furniture,Consumer,3,Chairs,Rochester,1061.39,306.64,0.2889041728299682,1,2021"
"ORD-10091,2021-01-04 19:00:00,California,Office Supplies,Corporate,1,Binders,San Diego,90.79,-9.99,-0.11003414472959576,1,2021"
"ORD-10092,2021-01-04 20:00:00,Washington,Furniture,Corporate,5,Tables,Seattle,631.14,181.33,0.28730551066324433,1,2021"
"ORD-10093,2021-01-04 21:00:00,Michigan,Office Supplies,Home Office,4,Storage,Detroit,1911.73,525.66,0.27496560706794365,1,2021"
"ORD-10094,2021-01-04 22:00:00,Pennsylvania,Furniture,Corporate,1,Tables,Allentown,857.96,41.54,0.0484171756259033,1,2021"
"ORD-10095,2021-01-04 23:00:00,Michigan,Technology,Home Office,8,Laptops,Detroit,381.54,28.14,0.07375373486397233,1,2021"
"ORD-10096,2021-01-05 00:00:00,Georgia,Office Supplies,Consumer,8,Storage,Augusta,1031.54,-35.02,-0.033949240940729396,1,2021"
"ORD-10097,2021-01-05 01:00:00,Pennsylvania,Technology,Home Office,8,Phones,Philadelphia,77.19,26.88,0.34823163622230857,1,2021"
"ORD-10098,2021-01-05 02:00:00,Georgia,Technology,Consumer,3,Laptops,Atlanta,1036.82,175.14,0.16892035261665478,1,2021"
"ORD-10099,2021-01-05 03:00:00,Ohio,Office Supplies,Corporate,6,Binders,Cincinnati,1192.59,385.8,0.323497597665585,1,2021"
"ORD-10100,2021-01-05 04:00:00,Texas,Technology,Consumer,7,Accessories,Dallas,721.81,20.31,0.028137598537011126,1,2021"
"ORD-10101,2021-01-05 05:00:00,California,Office Supplies,Corporate,9,Paper,San Francisco,1527.53,436.35,0.2856572375010638,1,2021"
"ORD-10102,2021-01-05 06:00:00,Pennsylvania,Technology,Consumer,5,Phones,Philadelphia,280.07,13.03,0.04652408326489806,1,2021"
"ORD-10103,2021-01-05 07:00:00,Pennsylvania,Office Supplies,Consumer,9,Binders,Philadelphia,1757.58,486.42,0.2767555388659407,1,2021"
"ORD-10104,2021-01-05 08:00:00,Ohio,Office Supplies,Consumer,6,Paper,Columbus,1911.34,-244.63,-0.12798874088335932,1,2021"
"ORD-10105,2021-01-05 09:00:00,Washington,Furniture,Consumer,4,Bookcases,Seattle,12.46,1.87,0.15008025682182985,1,2021"
"ORD-10106,2021-01-05 10:00:00,New York,Office Supplies,Home Office,1,Binders,New York City,1687.02,292.34,0.1732878092731562,1,2021"
"ORD-10107,2021-01-05 11:00:00,Ohio,Office Supplies,Consumer,1,Storage,Columbus,1017.15,163.65,0.1608907240819938,1,2021"
"ORD-10108,2021-01-05 12:00:00,Illinois,Technology,Home Office,5,Laptops,Naperville,928.2,42.57,0.04586296056884292,1,2021"
"ORD-10109,2021-01-05 13:00:00,New York,Office Supplies,Corporate,3,Binders,Buffalo,484.97,85.43,0.1761552260964596,1,2021"
"ORD-10110,2021-01-05 14:00:00,California,Furniture,Corporate,5,Chairs,San Francisco,900.18,-61.48,-0.06829745162078696,1,2021"
"ORD-10111,2021-01-05 15:00:00,New York,Technology,Home Office,5,Phones,Rochester,1901.35,242.83,0.12771451863149869,1,2021"
"ORD-10112,2021-01-05 16:00:00,Washington,Technology,Corporate,1,Accessories,Tacoma,429.47,45.02,0.10482687964234988,1,2021"
"ORD-10113,2021-01-05 17:00:00,New York,Furniture,Corporate,8,Chairs,Buffalo,366.29,-9.13,-0.02492560539463267,1,2021"
"ORD-10114,2021-01-05 18:00:00,California,Technology,Consumer,5,Phones,San Francisco,491.37,112.22,0.22838187109510144,1,2021"
"ORD-10115,2021-01-05 19:00:00,Washington,Technology,Consumer,5,Laptops,Seattle,1108.15,-172.34,-0.15552046203131345,1,2021"
"ORD-10116,2021-01-05 20:00:00,Michigan,Technology,Consumer,9,Phones,Grand Rapids,1861.3,-196.75,-0.10570568957180465,1,2021"
"ORD-10117,2021-01-05 21:00:00,Pennsylvania,Technology,Home Office,8,Accessories,Philadelphia,1152.02,68.12,0.059130917866009276,1,2021"
"ORD-10118,2021-01-05 22:00:00,Pennsylvania,Furniture,Home Office,1,Tables,Philadelphia,494.53,143.64,0.2904576062119588,1,2021"
"ORD-10119,2021-01-05 23:00:00,Georgia,Furniture,Corporate,3,Tables,Savannah,886.5,103.13,0.11633389734912578,1,2021"
"ORD-10120,2021-01-06 00:00:00,Michigan,Technology,Consumer,7,Phones,Detroit,786.9,207.06,0.2631338162409455,1,2021"
"ORD-10121,2021-01-06 01:00:00,Michigan,Technology,Home Office,1,Laptops,Detroit,102.67,8.69,0.08464010908736729,1,2021"
"ORD-10122,2021-01-06 02:00:00,New York,Furniture,Home Office,1,Chairs,Rochester,1026.18,238.07,0.23199633592547114,1,2021"
"ORD-10123,2021-01-06 03:00:00,Pennsylvania,Furniture,Consumer,5,Tables,Pittsburgh,260.75,-5.43,-0.020824544582933844,1,2021"
"ORD-10124,2021-01-06 04:00:00,California,Furniture,Home Office,9,Bookcases,San Diego,1686.07,418.7,0.24832895431387783,1,2021"
"ORD-10125,2021-01-06 05:00:00,Florida,Technology,Consumer,6,Phones,Miami,1102.44,23.07,0.02092630891477087,1,2021"
"ORD-10126,2021-01-06 06:00:00,Florida,Technology,Corporate,2,Accessories,Miami,1690.77,181.52,0.10735936880829446,1,2021"
"ORD-10127,2021-01-06 07:00:00,Washington,Office Supplies,Corporate,9,Binders,Tacoma,1912.53,-197.5,-0.10326635399183282,1,2021"
"ORD-10128,2021-01-06 08:00:00,Pennsylvania,Furniture,Corporate,6,Bookcases,Allentown,1886.94,577.85,0.30623655230161,1,2021"
"ORD-10129,2021-01-06 09:00:00,Pennsylvania,Technology,Consumer,5,Accessories,Allentown,209.85,38.99,0.18579938050988803,1,2021"
"ORD-10130,2021-01-06 10:00:00,Florida,Furniture,Home Office,5,Tables,Miami,1890.19,514.83,0.2723694443415741,1,2021"
"ORD-10131,2021-01-06 11:00:00,Pennsylvania,Technology,Corporate,3,Phones,Pittsburgh,1593.54,-136.53,-0.08567717158025528,1,2021"
"ORD-10132,2021-01-06 12:00:00,New York,Furniture,Corporate,6,Tables,New York City,1557.54,-253.53,-0.16277591586732926,1,2021"
"ORD-10133,2021-01-06 13:00:00,Illinois,Technology,Corporate,4,Accessories,Naperville,189.36,-2.75,-0.014522602450359103,1,2021"
"ORD-10134,2021-01-06 14:00:00,Texas,Office Supplies,Home Office,2,Binders,Dallas,367.23,30.91,0.08417068322304823,1,2021"
"ORD-10135,2021-01-06 15:00:00,Michigan,Office Supplies,Home Office,3,Storage,Ann Arbor,1950.58,470.68,0.241302586922864,1,2021"
"ORD-10136,2021-01-06 16:00:00,Georgia,Furniture,Consumer,9,Bookcases,Atlanta,434.61,8.15,0.01875244472055406,1,2021"
"ORD-10137,2021-01-06 17:00:00,Washington,Technology,Corporate,9,Accessories,Spokane,346.42,-17.85,-0.051527048091911554,1,2021"
"ORD-10138,2021-01-06 18:00:00,Illinois,Technology,Home Office,6,Accessories,Aurora,731.08,3.58,0.004896864912184713,1,2021"
"ORD-10139,2021-01-06 19:00:00,Florida,Furniture,Consumer,9,Tables,Miami,1827.58,341.73,0.1869849746659517,1,2021"
"ORD-10140,2021-01-06 20:00:00,Michigan,Technology,Corporate,4,Accessories,Ann Arbor,957.62,-14.44,-0.015079050145151521,1,2021"
"ORD-10141,2021-01-06 21:00:00,Pennsylvania,Furniture,Home Office,5,Tables,Allentown,1841.96,623.58,0.33854155356250953,1,2021"
"ORD-10142,2021-01-06 22:00:00,Georgia,Technology,Home Office,6,Accessories,Augusta,675.33,-70.07,-0.10375668191846947,1,2021"
"ORD-10143,2021-01-06 23:00:00,Pennsylvania,Furniture,Consumer,9,Chairs,Philadelphia,460.79,98.7,0.21419735671347034,1,2021"
"ORD-10144,2021-01-07 00:00:00,California,Technology,Corporate,5,Accessories,San Diego,995.45,123.48,0.124044402029233,1,2021"
"ORD-10145,2021-01-07 01:00:00,California,Furniture,Corporate,8,Bookcases,San Francisco,1234.8,-88.66,-0.07180110139293813,1,2021"
"ORD-10146,2021-01-07 02:00:00,Georgia,Technology,Home Office,1,Phones,Augusta,789.08,169.25,0.21449029249252294,1,2021"
"ORD-10147,2021-01-07 03:00:00,Georgia,Office Supplies,Corporate,5,Binders,Augusta,698.6,32.24,0.04614944174062411,1,2021"
"ORD-10148,2021-01-07 04:00:00,Florida,Technology,Consumer,1,Accessories,Tampa,443.94,77.83,0.17531648420957788,1,2021"
"ORD-10149,2021-01-07 05:00:00,Georgia,Furniture,Home Office,6,Bookcases,Savannah,557.26,91.53,0.1642500807522521,1,2021"
"ORD-10150,2021-01-07 06:00:00,New York,Office Supplies,Home Office,7,Paper,Rochester,1349.5,-187.78,-0.13914783253056687,1,2021"
"ORD-10151,2021-01-07 07:00:00,Pennsylvania,Technology,Consumer,5,Phones,Pittsburgh,746.05,195.46,0.26199316399705114,1,2021"
"ORD-10152,2021-01-07 08:00:00,Illinois,Office Supplies,Home Office,1,Binders,Chicago,168.72,29.49,0.17478662873399714,1,2021"
"ORD-10153,2021-01-07 09:00:00,Ohio,Technology,Corporate,6,Laptops,Cleveland,284.93,65.34,0.2293194819780297,1,2021"
"ORD-10154,2021-01-07 10:00:00,Georgia,Office Supplies,Corporate,5,Storage,Atlanta,751.03,34.75,0.04626978948910163,1,2021"
"ORD-10155,2021-01-07 11:00:00,Washington,Furniture,Home Office,6,Bookcases,Spokane,1849.76,-171.5,-0.09271473055964018,1,2021"
"ORD-10156,2021-01-07 12:00:00,California,Technology,Consumer,7,Phones,Los Angeles,764.27,-15.73,-0.020581731587004593,1,2021"
"ORD-10157,2021-01-07 13:00:00,New York,Technology,Consumer,7,Laptops,New York City,130.68,38.66,0.29583715947352307,1,2021"
"ORD-10158,2021-01-07 14:00:00,Michigan,Furniture,Corporate,2,Bookcases,Ann Arbor,841.81,265.94,0.31591451752770816,1,2021"
"ORD-10159,2021-01-07 15:00:00,Ohio,Office Supplies,Consumer,3,Binders,Cleveland,1340.95,87.2,0.0650285245534882,1,2021"
"ORD-10160,2021-01-07 16:00:00,Illinois,Furniture,Home Office,6,Bookcases,Aurora,1191.26,-42.48,-0.0356597216392727,1,2021"
"ORD-10161,2021-01-07 17:00:00,Ohio,Furniture,Home Office,3,Bookcases,Cleveland,564.82,113.91,0.20167486987004707,1,2021"
"ORD-10162,2021-01-07 18:00:00,Georgia,Office Supplies,Corporate,2,Storage,Atlanta,1379.3,305.23,0.22129340970057276,1,2021"
"ORD-10163,2021-01-07 19:00:00,Florida,Furniture,Corporate,4,Chairs,Orlando,1264.94,314.35,0.24850981074201148,1,2021"
"ORD-10164,2021-01-07 20:00:00,California,Technology,Corporate,5,Laptops,San Francisco,352.62,-64.5,-0.18291645397311554,1,2021"
"ORD-10165,2021-01-07 21:00:00,California,Technology,Consumer,9,Laptops,San Diego,332.67,-64.75,-0.19463732828328373,1,2021"
"ORD-10166,2021-01-07 22:00:00,Michigan,Technology,Home Office,3,Accessories,Ann Arbor,1098.89,-3.92,-0.0035672360290838934,1,2021"
"ORD-10167,2021-01-07 23:00:00,Florida,Furniture,Home Office,3,Tables,Miami,1322.28,-153.55,-0.11612517772332638,1,2021"
"ORD-10168,2021-01-08 00:00:00,Pennsylvania,Technology,Home Office,6,Accessories,Pittsburgh,1924.2,467.08,0.24273983993347883,1,2021"
"ORD-10169,2021-01-08 01:00:00,Texas,Technology,Corporate,5,Phones,Austin,849.64,79.07,0.09306294430582364,1,2021"
"ORD-10170,2021-01-08 02:00:00,New York,Technology,Home Office,6,Phones,Buffalo,1532.23,389.1,0.2539435985459102,1,2021"
"ORD-10171,2021-01-08 03:00:00,California,Technology,Consumer,7,Phones,San Francisco,241.88,-24.84,-0.10269555151314702,1,2021"
"ORD-10172,2021-01-08 04:00:00,Washington,Technology,Consumer,3,Accessories,Spokane,1780.32,258.1,0.14497393726970434,1,2021"
"ORD-10173,2021-01-08 05:00:00,California,Technology,Home Office,5,Laptops,San Diego,1269.88,151.24,0.11909786751504078,1,2021"
"ORD-10174,2021-01-08 06:00:00,Ohio,Furniture,Corporate,8,Chairs,Columbus,1261.77,-16.14,-0.012791554720749424,1,2021"
"ORD-10175,2021-01-08 07:00:00,California,Technology,Home Office,4,Accessories,Los Angeles,293.46,24.77,0.08440673345600763,1,2021"
"ORD-10176,2021-01-08 08:00:00,California,Technology,Consumer,2,Laptops,San Diego,88.77,11.0,0.12391573729863693,1,2021"
"ORD-10177,2021-01-08 09:00:00,Texas,Office Supplies,Consumer,4,Paper,Dallas,1405.88,406.61,0.28922098614390984,1,2021"
"ORD-10178,2021-01-08 10:00:00,Texas,Furniture,Consumer,2,Tables,Dallas,242.94,-41.15,-0.16938338684448834,1,2021"
"ORD-10179,2021-01-08 11:00:00,Illinois,Furniture,Home Office,3,Bookcases,Chicago,262.67,66.42,0.2528648113602619,1,2021"
"ORD-10180,2021-01-08 12:00:00,Pennsylvania,Furniture,Consumer,4,Bookcases,Allentown,383.13,129.91,0.33907550961814525,1,2021"
"ORD-10181,2021-01-08 13:00:00,Washington,Furniture,Corporate,4,Bookcases,Tacoma,204.52,41.41,0.20247408566399372,1,2021"
"ORD-10182,2021-01-08 14:00:00,California,Technology,Home Office,9,Phones,Los Angeles,1254.53,257.86,0.20554311176297102,1,2021"
"ORD-10183,2021-01-08 15:00:00,California,Technology,Home Office,6,Accessories,San Diego,849.79,-68.08,-0.0801139104955342,1,2021"
"ORD-10184,2021-01-08 16:00:00,New York,Office Supplies,Consumer,9,Binders,Rochester,539.53,47.31,0.08768743165347619,1,2021"
"ORD-10185,2021-01-08 17:00:00,Texas,Office Supplies,Consumer,4,Binders,Houston,887.09,167.01,0.18826725585904472,1,2021"
"ORD-10186,2021-01-08 18:00:00,Washington,Furniture,Corporate,9,Chairs,Seattle,1689.84,221.8,0.13125503006201772,1,2021"
"ORD-10187,2021-01-08 19:00:00,Michigan,Office Supplies,Home Office,9,Storage,Ann Arbor,1854.89,21.93,0.011822803508563849,1,2021"
"ORD-10188,2021-01-08 20:00:00,Illinois,Office Supplies,Consumer,6,Binders,Naperville,980.08,310.75,0.3170659537996898,1,2021"
"ORD-10189,2021-01-08 21:00:00,Pennsylvania,Furniture,Corporate,5,Bookcases,Philadelphia,1137.84,94.09,0.08269176685650004,1,2021"
"ORD-10190,2021-01-08 22:00:00,Florida,Furniture,Consumer,3,Bookcases,Miami,521.83,173.99,0.33342276220224976,1,2021"
"ORD-10191,2021-01-08 23:00:00,Pennsylvania,Office Supplies,Home Office,5,Binders,Pittsburgh,1032.06,113.66,0.11012925605100479,1,2021"
